VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee
2,2025-01-01 11:00:35,2025-01-01 11:12:53,N,1.0,130,216,1.0,3.14,15.6,0.0,0.5,0.0,0.0,,1.0,17.1,1.0,1.0,0.0,0.0
2,2025-01-01 11:56:55,2025-01-01 11:57:57,N,1.0,7,7,1.0,0.31,3.7,0.0,0.5,0.0,0.0,,1.0,5.2,2.0,1.0,0.0,0.0
2,2025-01-01 12:32:57,2025-01-01 13:13:23,N,1.0,260,260,1.0,2.35,33.1,0.0,0.5,0.0,0.0,,1.0,34.6,2.0,1.0,0.0,0.0
2,2025-01-01 12:55:25,2025-01-01 13:04:29,N,1.0,95,196,1.0,1.66,11.4,0.0,0.5,0.0,0.0,,1.0,12.9,2.0,1.0,0.0,0.0
2,2025-01-01 12:51:11,2025-01-01 13:26:38,N,1.0,65,161,1.0,8.27,42.2,0.0,0.5,0.0,0.0,,1.0,46.45,1.0,1.0,2.75,0.0
2,2025-01-01 12:44:19,2025-01-01 14:50:07,N,1.0,92,92,2.0,11.47,103.1,0.0,0.5,0.0,0.0,,1.0,104.6,2.0,1.0,0.0,0.0
2,2025-01-01 12:25:32,2025-01-01 12:36:01,N,1.0,74,263,1.0,2.36,13.5,0.0,0.5,0.0,0.0,,1.0,17.75,2.0,1.0,2.75,0.0
2,2025-01-01 12:24:56,2025-01-01 12:34:57,N,1.0,74,236,1.0,2.05,12.8,0.0,0.5,1.5,0.0,,1.0,18.55,1.0,1.0,2.75,0.0
2,2025-01-01 06:27:03,2025-01-01 06:32:04,N,1.0,74,41,1.0,1.19,7.9,0.0,0.5,1.88,0.0,,1.0,11.28,1.0,1.0,0.0,0.0
2,2025-01-01 12:47:58,2025-01-01 13:02:31,N,1.0,166,244,1.0,2.91,17.0,0.0,0.5,0.0,0.0,,1.0,18.5,1.0,1.0,0.0,0.0
2,2025-01-01 10:32:24,2025-01-01 10:57:54,N,5.0,65,132,1.0,17.84,75.0,0.0,0.0,10.0,0.0,,1.0,86.0,1.0,2.0,0.0,0.0
2,2025-01-01 12:10:39,2025-01-01 12:15:53,N,1.0,74,75,1.0,1.69,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,2.0,1.0,0.0,0.0
2,2025-01-01 12:23:06,2025-01-01 12:27:32,N,1.0,75,151,1.0,1.13,7.2,0.0,0.5,0.0,0.0,,1.0,8.7,1.0,1.0,0.0,0.0
1,2025-01-01 12:24:47,2025-01-01 12:39:55,N,1.0,74,140,1.0,3.2,17.0,2.75,1.5,4.25,0.0,,1.0,25.5,1.0,1.0,2.75,0.0
2,2025-01-01 12:56:29,2025-01-01 13:07:13,N,1.0,166,50,1.0,3.82,17.7,0.0,0.5,2.2,0.0,,1.0,24.15,1.0,1.0,2.75,0.0
2,2025-01-01 12:40:04,2025-01-01 12:56:45,N,1.0,97,148,1.0,3.26,19.8,0.0,0.5,6.01,0.0,,1.0,30.06,1.0,1.0,2.75,0.0
2,2025-01-01 12:33:03,2025-01-01 12:42:23,N,1.0,74,152,1.0,1.35,10.7,0.0,0.5,1.83,0.0,,1.0,14.03,1.0,1.0,0.0,0.0
2,2025-01-01 12:01:08,2025-01-01 12:07:50,N,1.0,41,166,1.0,1.07,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0,0.0
2,2025-01-01 12:51:02,2025-01-01 12:56:14,N,1.0,74,75,1.0,1.37,7.9,0.0,0.5,1.6,0.0,,1.0,11.0,1.0,1.0,0.0,0.0
2,2025-01-01 12:59:10,2025-01-01 13:04:57,N,1.0,75,236,1.0,1.01,7.9,0.0,0.5,0.0,0.0,,1.0,12.15,2.0,1.0,2.75,0.0
2,2025-01-01 12:24:52,2025-01-01 12:36:49,N,1.0,74,237,1.0,2.63,15.6,0.0,0.5,3.97,0.0,,1.0,23.82,1.0,1.0,2.75,0.0
2,2025-01-01 12:04:46,2025-01-01 12:12:35,N,1.0,75,262,1.0,1.37,10.0,0.0,0.5,2.0,0.0,,1.0,16.25,1.0,1.0,2.75,0.0
2,2025-01-01 12:50:16,2025-01-01 13:06:21,N,1.0,74,262,1.0,2.67,17.7,0.0,0.5,1.0,0.0,,1.0,22.95,1.0,1.0,2.75,0.0
2,2025-01-01 12:07:26,2025-01-01 12:19:47,N,1.0,74,116,1.0,2.3,14.2,0.0,0.5,0.0,0.0,,1.0,15.7,2.0,1.0,0.0,0.0
2,2025-01-01 11:32:07,2025-01-01 11:47:42,N,1.0,74,142,1.0,4.08,20.5,0.0,0.5,6.19,0.0,,1.0,30.94,1.0,1.0,2.75,0.0
2,2025-01-01 12:10:09,2025-01-02 11:19:12,N,1.0,74,236,1.0,2.07,11.4,0.0,0.5,2.0,0.0,,1.0,14.9,1.0,1.0,0.0,0.0
2,2025-01-01 12:02:18,2025-01-01 12:22:17,N,1.0,195,148,1.0,5.66,26.1,0.0,0.5,6.07,0.0,,1.0,36.42,1.0,1.0,2.75,0.0
2,2025-01-01 12:29:35,2025-01-01 12:42:47,N,1.0,74,138,1.0,6.79,28.9,5.0,0.5,2.0,6.94,,1.0,44.34,1.0,1.0,0.0,0.0
2,2025-01-01 12:11:45,2025-01-01 12:20:53,N,1.0,130,205,1.0,2.57,13.5,0.0,0.5,1.0,0.0,,1.0,16.0,1.0,1.0,0.0,0.0
2,2025-01-01 13:19:23,2025-01-01 13:27:34,N,1.0,75,262,1.0,1.5,10.7,0.0,0.5,2.99,0.0,,1.0,17.94,1.0,1.0,2.75,0.0
2,2025-01-01 13:48:11,2025-01-01 13:59:48,N,5.0,134,216,1.0,4.51,15.0,0.0,0.0,0.0,0.0,,1.0,16.0,1.0,2.0,0.0,0.0
2,2025-01-01 13:17:48,2025-01-01 13:34:17,N,1.0,181,228,1.0,2.89,18.4,0.0,0.5,3.98,0.0,,1.0,23.88,1.0,1.0,0.0,0.0
2,2025-01-01 13:02:35,2025-01-01 13:15:40,N,1.0,74,244,1.0,2.42,14.9,0.0,0.5,4.1,0.0,,1.0,20.5,1.0,1.0,0.0,0.0
2,2025-01-01 13:36:24,2025-01-01 13:49:37,N,1.0,74,238,1.0,2.86,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0,0.0
1,2025-01-01 13:30:04,2025-01-01 13:44:29,N,1.0,74,238,1.0,2.6,17.0,2.75,1.5,2.5,0.0,,1.0,23.75,1.0,1.0,2.75,0.0
2,2025-01-01 13:58:29,2025-01-01 14:07:06,N,1.0,244,74,1.0,4.26,18.4,0.0,0.5,0.0,0.0,,1.0,19.9,2.0,1.0,0.0,0.0
2,2025-01-01 07:01:45,2025-01-01 07:13:04,N,1.0,74,262,1.0,2.52,13.5,0.0,0.5,2.0,0.0,,1.0,19.75,1.0,1.0,2.75,0.0
2,2025-01-01 13:30:30,2025-01-01 13:42:45,N,1.0,74,263,1.0,2.79,15.6,0.0,0.5,3.97,0.0,,1.0,23.82,1.0,1.0,2.75,0.0
2,2025-01-01 13:20:59,2025-01-01 13:21:02,N,5.0,41,264,1.0,0.0,11.0,0.0,0.0,3.0,0.0,,1.0,15.0,1.0,2.0,0.0,0.0
2,2025-01-01 13:50:40,2025-01-01 13:56:58,N,1.0,41,75,1.0,1.44,8.6,0.0,0.5,2.52,0.0,,1.0,12.62,1.0,1.0,0.0,0.0
2,2025-01-01 13:40:55,2025-01-01 13:41:11,N,5.0,66,66,1.0,0.0,0.49,0.0,0.0,0.0,0.0,,1.0,1.49,2.0,2.0,0.0,0.0
2,2025-01-01 13:42:39,2025-01-01 13:53:37,N,5.0,66,217,1.0,2.85,49.0,0.0,0.0,0.0,0.0,,1.0,50.0,1.0,2.0,0.0,0.0
2,2025-01-01 11:59:56,2025-01-01 12:01:05,N,1.0,41,41,2.0,0.38,4.4,0.0,0.5,0.0,0.0,,1.0,5.9,2.0,1.0,0.0,0.0
2,2025-01-01 13:04:00,2025-01-01 13:09:01,N,1.0,74,236,1.0,1.72,9.3,0.0,0.5,3.39,0.0,,1.0,16.94,1.0,1.0,2.75,0.0
2,2025-01-01 13:29:17,2025-01-01 13:39:58,N,1.0,74,263,1.0,2.56,14.2,0.0,0.5,3.69,0.0,,1.0,22.14,1.0,1.0,2.75,0.0
2,2025-01-01 13:35:39,2025-01-01 13:49:41,N,1.0,74,244,1.0,2.75,15.6,0.0,0.5,4.28,0.0,,1.0,21.38,1.0,1.0,0.0,0.0
2,2025-01-01 13:55:45,2025-01-01 14:06:41,N,1.0,116,24,1.0,2.68,14.2,0.0,0.5,1.0,0.0,,1.0,16.7,1.0,1.0,0.0,0.0
2,2025-01-01 13:34:47,2025-01-01 13:34:49,N,5.0,264,264,2.0,0.0,5.0,0.0,0.0,0.0,0.0,,1.0,6.0,1.0,2.0,0.0,0.0
2,2025-01-01 13:38:23,2025-01-01 13:48:42,N,1.0,7,260,1.0,2.92,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0,0.0
2,2025-01-01 13:41:03,2025-01-01 13:49:02,N,1.0,33,181,1.0,1.56,10.7,0.0,0.5,2.44,0.0,,1.0,14.64,1.0,1.0,0.0,0.0
2,2025-01-01 13:59:34,2025-01-01 14:28:40,N,1.0,92,256,1.0,8.72,39.4,0.0,0.5,8.18,0.0,,1.0,49.08,1.0,1.0,0.0,0.0
2,2025-01-01 13:18:03,2025-01-01 13:48:49,N,1.0,66,161,1.0,6.76,37.3,0.0,0.5,8.31,0.0,,1.0,49.86,1.0,1.0,2.75,0.0
1,2025-01-01 13:20:41,2025-01-01 13:26:59,N,1.0,75,41,1.0,1.3,7.9,0.0,1.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,0.0
1,2025-01-01 13:31:11,2025-01-01 13:38:35,N,1.0,41,74,2.0,1.2,7.9,0.0,1.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,0.0
2,2025-01-01 13:46:50,2025-01-01 13:53:47,N,1.0,75,237,1.0,1.44,9.3,0.0,0.5,1.36,0.0,,1.0,14.91,1.0,1.0,2.75,0.0
1,2025-01-01 13:02:32,2025-01-01 13:09:55,N,1.0,74,151,1.0,2.2,11.4,0.0,1.5,3.85,0.0,,1.0,16.75,1.0,1.0,0.0,0.0
1,2025-01-01 13:30:32,2025-01-01 13:42:38,N,1.0,74,138,0.0,6.7,27.5,5.0,1.5,4.0,6.94,,1.0,44.94,1.0,1.0,0.0,0.0
2,2025-01-01 13:24:03,2025-01-01 13:30:41,N,1.0,166,116,1.0,1.34,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,1.0,1.0,0.0,0.0
2,2025-01-01 13:57:20,2025-01-01 14:03:37,N,1.0,244,116,1.0,1.41,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,2.0,1.0,0.0,0.0
2,2025-01-01 13:10:52,2025-01-01 13:10:54,N,5.0,264,264,1.0,0.0,15.0,0.0,0.0,0.01,0.0,,1.0,16.01,1.0,2.0,0.0,0.0
2,2025-01-01 13:47:59,2025-01-01 13:56:40,N,1.0,97,97,2.0,1.4,10.7,0.0,0.5,0.0,0.0,,1.0,12.2,2.0,1.0,0.0,0.0
2,2025-01-01 13:38:57,2025-01-01 13:45:00,N,1.0,130,216,1.0,1.73,10.0,0.0,0.5,0.0,0.0,,1.0,11.5,1.0,1.0,0.0,0.0
2,2025-01-01 12:56:12,2025-01-01 13:07:15,N,1.0,74,236,1.0,2.36,14.2,0.0,0.5,0.0,0.0,,1.0,18.45,2.0,1.0,2.75,0.0
2,2025-01-01 13:26:03,2025-01-01 13:31:13,N,1.0,74,75,1.0,0.86,7.2,0.0,0.5,2.61,0.0,,1.0,11.31,1.0,1.0,0.0,0.0
2,2025-01-01 13:54:14,2025-01-01 14:10:12,N,1.0,82,82,1.0,2.1,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0,0.0
1,2025-01-01 13:55:34,2025-01-01 14:21:56,N,1.0,225,79,1.0,0.0,23.5,0.0,1.5,0.0,0.0,,1.0,25.0,1.0,1.0,0.0,0.0
2,2025-01-01 13:28:24,2025-01-01 13:31:46,N,1.0,75,75,1.0,0.74,5.8,0.0,0.5,2.19,0.0,,1.0,9.49,1.0,1.0,0.0,0.0
2,2025-01-01 13:31:34,2025-01-01 13:35:21,N,1.0,75,74,1.0,1.39,7.9,0.0,0.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,0.0
2,2025-01-01 13:47:12,2025-01-01 13:58:30,N,1.0,74,151,1.0,2.41,14.2,0.0,0.5,0.0,0.0,,1.0,15.7,1.0,1.0,0.0,0.0
2,2025-01-01 13:27:49,2025-01-01 13:36:45,N,1.0,74,236,1.0,2.21,12.1,0.0,0.5,3.27,0.0,,1.0,19.62,1.0,1.0,2.75,0.0
2,2025-01-01 13:02:44,2025-01-01 13:08:13,N,1.0,74,75,1.0,1.51,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0,0.0
2,2025-01-01 13:30:17,2025-01-01 13:45:40,N,1.0,74,161,1.0,3.74,19.1,0.0,0.5,4.67,0.0,,1.0,28.02,1.0,1.0,2.75,0.0
2,2025-01-01 13:20:42,2025-01-01 13:25:39,N,1.0,43,238,1.0,1.33,7.9,0.0,0.5,2.43,0.0,,1.0,14.58,1.0,1.0,2.75,0.0
2,2025-01-01 13:51:43,2025-01-01 14:27:11,N,5.0,65,265,1.0,16.9,150.0,0.0,0.0,30.2,0.0,,1.0,181.2,1.0,2.0,0.0,0.0
2,2025-01-01 13:24:19,2025-01-01 13:37:40,N,1.0,42,127,1.0,4.76,22.6,0.0,0.5,4.82,0.0,,1.0,28.92,1.0,1.0,0.0,0.0
2,2025-01-01 13:06:26,2025-01-01 13:15:04,N,1.0,82,129,5.0,2.48,13.5,0.0,0.5,3.0,0.0,,1.0,18.0,1.0,1.0,0.0,0.0
2,2025-01-01 13:02:39,2025-01-01 13:16:17,N,1.0,75,129,1.0,6.07,25.4,0.0,0.5,0.0,6.94,,1.0,33.84,2.0,1.0,0.0,0.0
2,2025-01-01 12:06:46,2025-01-01 12:11:40,N,1.0,74,236,1.0,1.62,8.6,0.0,0.5,0.0,0.0,,1.0,12.85,2.0,1.0,2.75,0.0
2,2025-01-01 13:29:10,2025-01-01 13:34:43,N,1.0,74,75,1.0,1.51,8.6,0.0,0.5,0.0,0.0,,1.0,10.1,1.0,1.0,0.0,0.0
2,2025-01-01 13:35:31,2025-01-01 14:03:53,N,1.0,75,80,1.0,10.03,44.3,0.0,0.5,9.71,0.0,,1.0,58.26,1.0,1.0,2.75,0.0
2,2025-01-01 13:29:36,2025-01-01 13:37:20,N,1.0,74,263,1.0,1.89,10.7,0.0,0.5,2.99,0.0,,1.0,17.94,1.0,1.0,2.75,0.0
2,2025-01-01 13:43:13,2025-01-01 13:48:47,N,1.0,75,74,1.0,1.59,9.3,0.0,0.5,2.16,0.0,,1.0,12.96,1.0,1.0,0.0,0.0
2,2025-01-01 12:09:13,2025-01-01 12:19:50,N,1.0,74,166,2.0,2.06,12.8,0.0,0.5,3.58,0.0,,1.0,17.88,1.0,1.0,0.0,0.0
2,2025-01-01 13:23:24,2025-01-01 13:28:31,N,1.0,244,244,1.0,0.75,7.2,0.0,0.5,1.74,0.0,,1.0,10.44,1.0,1.0,0.0,0.0
2,2025-01-01 13:48:38,2025-01-01 14:00:41,N,1.0,260,223,1.0,2.86,16.3,0.0,0.5,3.56,0.0,,1.0,21.36,1.0,1.0,0.0,0.0
2,2025-01-01 14:02:56,2025-01-01 14:09:18,N,1.0,75,74,1.0,1.29,8.6,0.0,0.5,0.0,0.0,,1.0,10.1,2.0,1.0,0.0,0.0
2,2025-01-01 14:28:19,2025-01-01 14:43:56,N,1.0,75,237,1.0,2.51,17.0,0.0,0.5,0.0,0.0,,1.0,21.25,2.0,1.0,2.75,0.0
2,2025-01-01 14:23:15,2025-01-01 14:33:28,N,1.0,97,106,1.0,1.81,12.1,0.0,0.5,0.09,0.0,,1.0,13.69,1.0,1.0,0.0,0.0
2,2025-01-01 13:54:49,2025-01-01 14:12:21,N,1.0,116,140,1.0,5.65,25.4,0.0,0.5,7.41,0.0,,1.0,37.06,1.0,1.0,2.75,0.0
2,2025-01-01 14:33:44,2025-01-01 14:43:28,N,1.0,74,140,1.0,2.93,14.2,0.0,0.5,3.69,0.0,,1.0,22.14,1.0,1.0,2.75,0.0
2,2025-01-01 14:25:16,2025-01-01 14:35:42,N,1.0,74,237,1.0,2.64,13.5,0.0,0.5,1.0,0.0,,1.0,18.75,1.0,1.0,2.75,0.0
1,2025-01-01 14:28:24,2025-01-01 14:36:14,N,1.0,74,75,1.0,1.3,9.3,0.0,1.5,3.2,0.0,,1.0,14.0,1.0,1.0,0.0,0.0
2,2025-01-01 14:24:37,2025-01-01 14:35:46,N,1.0,74,238,1.0,2.55,14.2,0.0,0.5,3.69,0.0,,1.0,22.14,1.0,1.0,2.75,0.0
2,2025-01-01 14:24:56,2025-01-02 13:41:19,N,1.0,74,239,1.0,3.51,18.4,0.0,0.5,2.98,0.0,,1.0,22.88,1.0,1.0,0.0,0.0
2,2025-01-01 14:08:35,2025-01-01 14:21:55,N,1.0,41,213,1.0,5.65,24.0,0.0,0.5,4.0,0.0,,1.0,29.5,1.0,1.0,0.0,0.0
1,2025-01-01 14:27:05,2025-01-01 15:01:57,N,1.0,210,197,1.0,15.3,60.4,0.0,1.5,12.35,0.0,,1.0,74.25,1.0,1.0,0.0,0.0
2,2025-01-01 14:09:45,2025-01-01 14:33:40,N,5.0,66,230,1.0,6.82,55.0,0.0,0.0,11.2,0.0,,1.0,67.2,1.0,2.0,0.0,0.0
2,2025-01-01 14:31:46,2025-01-01 14:42:48,N,1.0,74,262,1.0,2.72,14.9,0.0,0.5,3.83,0.0,,1.0,22.98,1.0,1.0,2.75,0.0
2,2025-01-01 14:59:07,2025-01-01 15:13:25,N,1.0,74,151,1.0,2.33,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0,0.0
2,2025-01-01 14:32:34,2025-01-01 14:44:01,N,1.0,41,238,1.0,2.32,14.2,0.0,0.5,0.0,0.0,,1.0,18.45,2.0,1.0,2.75,0.0
2,2025-01-01 14:23:34,2025-01-01 14:35:43,N,1.0,74,262,1.0,2.66,14.9,0.0,0.5,3.83,0.0,,1.0,22.98,1.0,1.0,2.75,0.0
2,2025-01-01 14:14:58,2025-01-01 14:33:54,N,1.0,82,130,1.0,7.43,31.7,0.0,0.5,0.0,0.0,,1.0,33.2,2.0,1.0,0.0,0.0
2,2025-01-01 14:36:04,2025-01-01 14:46:00,N,1.0,66,65,1.0,1.71,12.1,0.0,0.5,3.4,0.0,,1.0,17.0,1.0,1.0,0.0,0.0
2,2025-01-01 14:28:14,2025-01-01 14:39:21,N,1.0,74,24,1.0,2.23,13.5,0.0,0.5,2.5,0.0,,1.0,17.5,1.0,1.0,0.0,0.0
2,2025-01-01 14:43:06,2025-01-01 14:54:28,N,1.0,166,142,1.0,2.6,14.9,0.0,0.5,3.83,0.0,,1.0,22.98,1.0,1.0,2.75,0.0
2,2025-01-01 14:06:30,2025-01-01 14:17:26,N,1.0,74,236,1.0,2.12,12.8,0.0,0.5,2.0,0.0,,1.0,19.05,1.0,1.0,2.75,0.0
2,2025-01-01 14:04:57,2025-01-01 14:05:02,N,5.0,216,216,1.0,0.0,20.0,0.0,0.0,0.0,0.0,,1.0,21.0,1.0,2.0,0.0,0.0
2,2025-01-01 14:29:26,2025-01-01 14:33:37,N,1.0,74,75,6.0,0.84,6.5,0.0,0.5,1.6,0.0,,1.0,9.6,1.0,1.0,0.0,0.0
1,2025-01-01 14:51:56,2025-01-01 15:05:28,N,1.0,74,263,2.0,2.7,14.9,2.75,1.5,3.8,0.0,,1.0,22.95,1.0,1.0,2.75,0.0
2,2025-01-01 14:45:30,2025-01-01 14:53:04,N,1.0,66,33,1.0,1.06,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0,0.0
2,2025-01-01 14:37:14,2025-01-01 14:46:51,N,1.0,74,263,1.0,2.35,12.8,0.0,0.5,3.41,0.0,,1.0,20.46,1.0,1.0,2.75,0.0
2,2025-01-01 14:04:34,2025-01-01 14:10:23,N,1.0,74,43,1.0,1.54,8.6,0.0,0.5,0.0,0.0,,1.0,10.1,2.0,1.0,0.0,0.0
2,2025-01-01 14:51:31,2025-01-02 00:00:00,N,1.0,74,262,1.0,2.96,16.3,0.0,0.5,4.11,0.0,,1.0,24.66,1.0,1.0,2.75,0.0
2,2025-01-01 14:40:22,2025-01-01 14:41:35,N,1.0,82,129,1.0,0.0,3.7,0.0,0.5,0.0,0.0,,1.0,5.2,2.0,1.0,0.0,0.0
2,2025-01-01 14:20:05,2025-01-01 14:39:10,N,1.0,74,107,1.0,5.97,26.8,0.0,0.5,0.0,0.0,,1.0,31.05,2.0,1.0,2.75,0.0
2,2025-01-01 14:59:11,2025-01-01 15:04:12,N,1.0,74,74,1.0,0.39,6.5,0.0,0.5,1.6,0.0,,1.0,9.6,1.0,1.0,0.0,0.0
2,2025-01-01 14:27:47,2025-01-01 14:36:01,N,1.0,74,236,1.0,2.18,12.1,0.0,0.5,3.27,0.0,,1.0,19.62,1.0,1.0,2.75,0.0
2,2025-01-01 14:52:24,2025-01-01 14:58:19,N,1.0,74,75,1.0,1.07,7.9,0.0,0.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,0.0
2,2025-01-01 14:49:13,2025-01-01 14:57:20,N,1.0,166,239,1.0,1.27,10.0,0.0,0.5,3.56,0.0,,1.0,17.81,1.0,1.0,2.75,0.0
2,2025-01-01 14:28:42,2025-01-01 14:53:26,N,1.0,74,43,1.0,3.85,24.7,0.0,0.5,5.79,0.0,,1.0,34.74,1.0,1.0,2.75,0.0
2,2025-01-01 14:07:45,2025-01-01 14:43:08,N,1.0,7,79,1.0,7.35,40.1,0.0,0.5,5.0,0.0,,1.0,49.35,1.0,1.0,2.75,0.0
2,2025-01-01 14:38:56,2025-01-01 14:47:22,N,1.0,82,129,5.0,0.89,8.6,0.0,0.5,2.52,0.0,,1.0,12.62,1.0,1.0,0.0,0.0
2,2025-01-01 13:53:31,2025-01-01 14:07:15,N,1.0,74,262,1.0,2.48,15.6,0.0,0.5,4.96,0.0,,1.0,24.81,1.0,1.0,2.75,0.0
2,2025-01-01 14:16:45,2025-01-01 14:25:51,N,1.0,75,238,1.0,1.92,11.4,0.0,0.5,3.13,0.0,,1.0,18.78,1.0,1.0,2.75,0.0
2,2025-01-01 14:45:38,2025-01-01 14:54:15,N,1.0,43,239,1.0,2.1,11.4,0.0,0.5,3.91,0.0,,1.0,19.56,1.0,1.0,2.75,0.0
2,2025-01-01 14:28:49,2025-01-01 14:56:53,N,1.0,130,233,1.0,12.09,47.8,0.0,0.5,0.0,6.94,,1.0,58.99,2.0,1.0,2.75,0.0
2,2025-01-01 14:33:11,2025-01-01 14:36:34,N,1.0,75,74,1.0,1.26,7.2,0.0,0.5,0.0,0.0,,1.0,8.7,2.0,1.0,0.0,0.0
2,2025-01-01 14:37:30,2025-01-01 14:45:45,N,1.0,74,141,1.0,2.99,13.5,0.0,0.5,3.55,0.0,,1.0,21.3,1.0,1.0,2.75,0.0
2,2025-01-01 14:49:16,2025-01-01 15:03:56,N,1.0,66,87,1.0,2.5,16.3,0.0,0.5,6.16,0.0,,1.0,26.71,1.0,1.0,2.75,0.0
2,2025-01-01 14:29:07,2025-01-01 14:38:49,N,1.0,74,24,1.0,2.0,12.1,0.0,0.5,2.72,0.0,,1.0,16.32,1.0,1.0,0.0,0.0
2,2025-01-01 13:09:41,2025-01-01 13:18:58,N,1.0,75,142,2.0,2.6,12.8,0.0,0.5,4.26,0.0,,1.0,21.31,1.0,1.0,2.75,0.0
2,2025-01-01 13:32:08,2025-01-01 13:42:21,N,1.0,75,74,2.0,1.7,10.7,0.0,0.5,0.0,0.0,,1.0,12.2,2.0,1.0,0.0,0.0
2,2025-01-01 13:58:26,2025-01-01 14:11:31,N,1.0,74,237,2.0,2.61,15.6,0.0,0.5,5.0,0.0,,1.0,24.85,1.0,1.0,2.75,0.0
2,2025-01-01 13:59:11,2025-01-01 14:03:40,N,1.0,74,75,1.0,1.19,7.2,0.0,0.5,1.74,0.0,,1.0,10.44,1.0,1.0,0.0,0.0
2,2025-01-01 14:30:46,2025-01-01 14:38:43,N,1.0,74,263,1.0,1.85,10.7,0.0,0.5,2.24,0.0,,1.0,17.19,1.0,1.0,2.75,0.0
2,2025-01-01 14:37:25,2025-01-01 14:41:27,N,1.0,166,41,1.0,0.58,5.8,0.0,0.5,1.82,0.0,,1.0,9.12,1.0,1.0,0.0,0.0
2,2025-01-01 14:03:28,2025-01-01 14:08:53,N,1.0,130,215,1.0,1.0,7.2,0.0,0.5,1.74,0.0,,1.0,10.44,1.0,1.0,0.0,0.0
2,2025-01-01 14:28:41,2025-01-01 14:37:12,N,1.0,74,236,1.0,1.94,11.4,0.0,0.5,3.13,0.0,,1.0,18.78,1.0,1.0,2.75,0.0
2,2025-01-01 14:41:52,2025-01-01 14:48:14,N,1.0,75,42,1.0,1.62,10.0,0.0,0.5,0.0,0.0,,1.0,11.5,2.0,1.0,0.0,0.0
2,2025-01-01 13:38:26,2025-01-01 13:47:44,N,1.0,75,42,1.0,2.25,12.1,0.0,0.5,0.0,0.0,,1.0,13.6,2.0,1.0,0.0,0.0
2,2025-01-01 15:34:12,2025-01-01 15:35:58,N,1.0,75,75,1.0,0.53,4.4,0.0,0.5,0.12,0.0,,1.0,6.02,1.0,1.0,0.0,0.0
2,2025-01-01 15:56:55,2025-01-01 16:02:04,N,1.0,75,75,1.0,0.98,7.9,0.0,0.5,1.88,0.0,,1.0,11.28,1.0,1.0,0.0,0.0
2,2025-01-01 15:57:14,2025-01-01 16:15:43,N,1.0,65,54,1.0,1.96,17.7,0.0,0.5,0.0,0.0,,1.0,19.2,2.0,1.0,0.0,0.0
2,2025-01-01 15:59:47,2025-01-01 16:09:59,N,1.0,260,7,2.0,1.58,12.1,0.0,0.5,2.72,0.0,,1.0,16.32,1.0,1.0,0.0,0.0
2,2025-01-01 15:56:37,2025-01-01 16:10:10,N,1.0,260,7,1.0,0.77,12.8,0.0,0.5,2.86,0.0,,1.0,17.16,1.0,1.0,0.0,0.0
2,2025-01-01 15:07:15,2025-01-01 15:15:12,N,1.0,97,181,1.0,1.34,10.0,0.0,0.5,0.0,0.0,,1.0,11.5,2.0,1.0,0.0,0.0
2,2025-01-01 15:53:15,2025-01-01 15:58:35,N,1.0,189,61,1.0,1.12,7.9,0.0,0.5,0.6,0.0,,1.0,10.0,1.0,1.0,0.0,0.0
2,2025-01-01 15:26:18,2025-01-01 15:30:37,N,1.0,166,151,1.0,0.97,7.2,0.0,0.5,2.18,0.0,,1.0,10.88,1.0,1.0,0.0,0.0
1,2025-01-01 15:26:19,2025-01-01 15:37:59,N,1.0,74,151,1.0,2.5,14.2,0.0,1.5,0.0,0.0,,1.0,15.7,1.0,1.0,0.0,0.0
2,2025-01-01 15:32:47,2025-01-01 15:39:50,N,1.0,74,166,1.0,1.52,9.3,0.0,0.5,2.16,0.0,,1.0,12.96,1.0,1.0,0.0,0.0
2,2025-01-01 13:34:16,2025-01-01 13:46:44,N,1.0,74,238,1.0,2.73,15.6,0.0,0.5,3.97,0.0,,1.0,23.82,1.0,1.0,2.75,0.0
2,2025-01-01 15:08:01,2025-01-01 15:24:06,N,1.0,41,140,2.0,3.09,17.7,0.0,0.5,5.49,0.0,,1.0,27.44,1.0,1.0,2.75,0.0
