,VendorID,PUDatetime,DODatetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,type,airport_fee,Airport_fee
1848,2,2023-01-01 00:10:57,2023-01-01 00:18:31,N,1.0,164,233,2.0,0.84,-8.6,-1.0,-0.5,0.0,0.0,,-1.0,-13.6,2.0,,-2.5,yellow_taxi,0.0,
1849,2,2023-01-01 00:10:57,2023-01-01 00:18:31,N,1.0,164,233,2.0,0.84,8.6,1.0,0.5,0.0,0.0,,1.0,13.6,2.0,,2.5,yellow_taxi,0.0,
3434,2,2023-01-01 00:10:59,2023-01-01 00:24:24,N,1.0,234,79,1.0,1.44,13.5,1.0,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
546,2,2023-01-01 00:11:01,2023-01-01 23:37:57,N,1.0,138,129,1.0,1.68,10.7,6.0,0.5,3.89,0.0,,1.0,23.34,1.0,,0.0,yellow_taxi,1.25,
1428,2,2023-01-01 00:11:02,2023-01-01 00:15:30,N,1.0,140,236,1.0,1.4,7.9,1.0,0.5,1.0,0.0,,1.0,13.9,1.0,,2.5,yellow_taxi,0.0,
2099,2,2023-01-01 00:11:02,2023-01-01 00:30:06,N,1.0,161,211,2.0,3.09,19.1,1.0,0.5,3.0,0.0,,1.0,27.1,1.0,,2.5,yellow_taxi,0.0,
893,2,2023-01-01 00:11:03,2023-01-01 00:11:52,N,1.0,41,41,1.0,0.08,3.0,1.0,0.5,0.0,0.0,,1.0,5.5,2.0,,0.0,yellow_taxi,0.0,
4411,2,2023-01-01 00:11:03,2023-01-01 00:22:13,N,1.0,162,79,2.0,3.02,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
3590,2,2023-01-01 00:11:04,2023-01-01 00:27:07,N,1.0,79,246,1.0,1.83,15.6,1.0,0.5,10.0,0.0,,1.0,30.6,1.0,,2.5,yellow_taxi,0.0,
3379,2,2023-01-01 00:11:05,2023-01-01 00:14:01,N,1.0,141,141,5.0,0.73,5.8,1.0,0.5,2.16,0.0,,1.0,12.96,1.0,,2.5,yellow_taxi,0.0,
1570,2,2023-01-01 00:11:06,2023-01-01 00:18:24,N,1.0,137,79,1.0,1.38,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
4149,2,2023-01-01 00:11:07,2023-01-01 00:30:14,N,1.0,148,263,1.0,4.9,24.0,1.0,0.5,5.8,0.0,,1.0,34.8,1.0,,2.5,yellow_taxi,0.0,
842,2,2023-01-01 00:11:08,2023-01-01 00:33:25,N,1.0,132,171,3.0,12.91,49.2,1.0,0.5,0.0,0.0,,1.0,52.95,2.0,,0.0,yellow_taxi,1.25,
666,2,2023-01-01 00:11:09,2023-01-01 00:16:48,N,1.0,142,143,2.0,0.87,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
3360,2,2023-01-01 00:11:09,2023-01-01 00:16:00,N,1.0,249,90,2.0,1.39,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
1731,2,2023-01-01 00:11:10,2023-01-01 00:17:05,N,1.0,90,68,4.0,0.79,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
63,1,2023-01-01 00:11:12,2023-01-01 00:38:12,N,1.0,65,162,2.0,7.3,25.5,3.25,1.5,7.55,0.0,,1.0,37.8,1.0,1.0,2.75,green_taxi,,
4157,2,2023-01-01 00:11:13,2023-01-01 00:39:49,N,1.0,68,142,2.0,3.76,28.2,1.0,0.5,6.64,0.0,,1.0,39.84,1.0,,2.5,yellow_taxi,0.0,
4945,2,2023-01-01 00:11:13,2023-01-01 00:28:35,N,1.0,161,186,1.0,1.85,15.6,1.0,0.5,0.0,0.0,,1.0,20.6,2.0,,2.5,yellow_taxi,0.0,
2995053,1,2023-01-01 00:11:13,2023-01-01 00:19:58,,,24,239,,1.3,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,0.0,,,yellow_taxi,,
1039,2,2023-01-01 00:11:14,2023-01-01 00:15:43,N,1.0,237,141,3.0,0.78,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
3260,2,2023-01-01 00:11:16,2023-01-01 00:39:11,N,1.0,43,125,1.0,4.34,26.8,1.0,0.5,9.54,0.0,,1.0,41.34,1.0,,2.5,yellow_taxi,0.0,
2670,2,2023-01-01 00:11:17,2023-01-01 23:54:57,N,1.0,234,158,3.0,1.28,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
479,1,2023-01-01 00:11:17,2023-01-01 00:16:10,N,1.0,229,140,6.0,1.0,7.2,3.5,0.5,3.65,0.0,,1.0,15.85,1.0,,2.5,yellow_taxi,0.0,
39,2,2023-01-01 00:11:19,2023-01-01 00:17:36,N,1.0,249,79,2.0,1.2,7.9,1.0,0.5,2.0,0.0,,1.0,14.9,1.0,,2.5,yellow_taxi,0.0,
2995359,2,2023-01-01 00:11:19,2023-01-01 00:12:41,,,45,209,,0.39,37.75,0.0,0.5,8.21,0.0,,0.3,49.26,0.0,,,yellow_taxi,,
2211,2,2023-01-01 00:11:19,2023-01-01 00:40:03,N,1.0,164,260,1.0,7.87,38.7,1.0,0.5,0.0,6.55,,1.0,50.25,2.0,,2.5,yellow_taxi,0.0,
4495,2,2023-01-01 00:11:19,2023-01-01 00:15:39,N,1.0,238,143,1.0,0.76,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
1537,2,2023-01-01 00:11:21,2023-01-01 00:26:28,N,1.0,141,224,2.0,3.56,17.7,1.0,0.5,4.54,0.0,,1.0,27.24,1.0,,2.5,yellow_taxi,0.0,
2464,2,2023-01-01 00:11:21,2023-01-01 00:11:25,N,2.0,164,164,1.0,0.0,70.0,0.0,0.5,0.0,0.0,,1.0,71.5,2.0,,0.0,yellow_taxi,0.0,
3714,2,2023-01-01 00:11:23,2023-01-01 00:24:21,N,1.0,137,144,1.0,2.14,14.2,1.0,0.5,0.0,0.0,,1.0,19.2,4.0,,2.5,yellow_taxi,0.0,
3713,2,2023-01-01 00:11:23,2023-01-01 00:24:21,N,1.0,137,144,1.0,2.14,-14.2,-1.0,-0.5,0.0,0.0,,-1.0,-19.2,4.0,,-2.5,yellow_taxi,0.0,
4287,2,2023-01-01 00:11:24,2023-01-01 00:24:21,N,1.0,236,143,1.0,2.3,14.2,1.0,0.5,1.92,0.0,,1.0,21.12,1.0,,2.5,yellow_taxi,0.0,
1078,2,2023-01-01 00:11:25,2023-01-01 00:14:33,N,1.0,263,237,1.0,0.71,5.8,1.0,0.5,2.16,0.0,,1.0,12.96,1.0,,2.5,yellow_taxi,0.0,
4900,1,2023-01-01 00:11:26,2023-01-01 00:22:44,N,1.0,163,137,1.0,1.8,11.4,3.5,0.5,3.25,0.0,,1.0,19.65,1.0,,2.5,yellow_taxi,0.0,
3116,1,2023-01-01 00:11:26,2023-01-01 00:29:59,N,1.0,141,231,2.0,4.7,21.9,3.5,0.5,2.0,0.0,,1.0,28.9,1.0,,2.5,yellow_taxi,0.0,
1619,2,2023-01-01 00:11:27,2023-01-01 00:30:23,N,1.0,163,261,1.0,6.83,30.3,1.0,0.5,2.0,0.0,,1.0,37.3,1.0,,2.5,yellow_taxi,0.0,
3504,2,2023-01-01 00:11:27,2023-01-01 00:29:24,N,1.0,161,209,2.0,5.05,24.7,1.0,0.5,5.94,0.0,,1.0,35.64,1.0,,2.5,yellow_taxi,0.0,
1776,2,2023-01-01 00:11:27,2023-01-01 00:36:54,N,1.0,132,49,1.0,17.74,66.7,1.0,0.5,10.0,0.0,,1.0,80.45,1.0,,0.0,yellow_taxi,1.25,
3833,1,2023-01-01 00:11:28,2023-01-01 00:15:15,N,1.0,141,229,1.0,0.9,6.5,3.5,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
4790,1,2023-01-01 00:11:29,2023-01-01 00:26:37,N,1.0,211,170,1.0,2.0,13.5,3.5,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
105,2,2023-01-01 00:11:29,2023-01-01 00:28:52,N,1.0,237,234,1.0,3.15,17.7,1.0,0.5,4.54,0.0,,1.0,27.24,1.0,,2.5,yellow_taxi,0.0,
3071,2,2023-01-01 00:11:30,2023-01-01 00:14:41,N,1.0,107,170,1.0,0.6,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
689,2,2023-01-01 00:11:32,2023-01-01 00:23:39,N,1.0,161,107,1.0,1.82,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
1119,2,2023-01-01 00:11:33,2023-01-01 00:14:33,N,1.0,236,75,2.0,1.0,6.5,1.0,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
4588,2,2023-01-01 00:11:33,2023-01-01 00:21:46,N,1.0,229,79,2.0,3.03,14.9,1.0,0.5,3.98,0.0,,1.0,23.88,1.0,,2.5,yellow_taxi,0.0,
1001,2,2023-01-01 00:11:34,2023-01-01 00:34:06,N,1.0,231,229,2.0,4.56,24.0,1.0,0.5,0.0,0.0,,1.0,29.0,2.0,,2.5,yellow_taxi,0.0,
4761,2,2023-01-01 00:11:34,2023-01-01 00:48:26,N,1.0,48,87,2.0,5.86,36.6,1.0,0.5,0.0,0.0,,1.0,41.6,2.0,,2.5,yellow_taxi,0.0,
127,1,2023-01-01 00:11:35,2023-01-01 00:34:22,N,1.0,107,166,1.0,6.0,26.8,3.5,0.5,0.0,0.0,,1.0,31.8,2.0,,2.5,yellow_taxi,0.0,
260,2,2023-01-01 00:11:35,2023-01-01 00:24:56,N,1.0,186,229,1.0,1.79,13.5,1.0,0.5,0.0,0.0,,1.0,18.5,2.0,,2.5,yellow_taxi,0.0,
2800,2,2023-01-01 00:11:36,2023-01-01 00:36:24,N,1.0,249,181,1.0,5.72,28.9,1.0,0.5,5.0,0.0,,1.0,38.9,1.0,,2.5,yellow_taxi,0.0,
1894,2,2023-01-01 00:11:36,2023-01-01 00:24:19,N,1.0,142,262,2.0,2.47,14.2,1.0,0.5,5.76,0.0,,1.0,24.96,1.0,,2.5,yellow_taxi,0.0,
1638,2,2023-01-01 00:11:37,2023-01-01 00:19:40,N,1.0,114,211,1.0,1.58,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
4468,2,2023-01-01 00:11:37,2023-01-01 00:20:06,N,1.0,142,166,1.0,2.74,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
2867,2,2023-01-01 00:11:38,2023-01-01 00:28:23,N,1.0,229,50,3.0,2.57,17.0,1.0,0.5,3.96,0.0,,1.0,25.96,1.0,,2.5,yellow_taxi,0.0,
647,2,2023-01-01 00:11:39,2023-01-01 00:20:19,N,1.0,151,142,1.0,1.47,10.7,1.0,0.5,0.0,0.0,,1.0,15.7,2.0,,2.5,yellow_taxi,0.0,
4439,2,2023-01-01 00:11:40,2023-01-01 00:14:39,N,1.0,263,141,2.0,1.03,6.5,1.0,0.5,2.0,0.0,,1.0,13.5,1.0,,2.5,yellow_taxi,0.0,
4088,2,2023-01-01 00:11:41,2023-01-01 00:16:03,N,1.0,164,234,2.0,0.8,6.5,1.0,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
1765,1,2023-01-01 00:11:41,2023-01-01 00:20:03,N,1.0,43,143,3.0,1.1,8.6,3.5,0.5,0.0,0.0,,1.0,13.6,2.0,,2.5,yellow_taxi,0.0,
3005,2,2023-01-01 00:11:43,2023-01-01 00:34:55,N,1.0,186,236,4.0,3.44,23.3,1.0,0.5,5.66,0.0,,1.0,33.96,1.0,,2.5,yellow_taxi,0.0,
3233,1,2023-01-01 00:11:44,2023-01-01 00:33:39,N,1.0,132,171,2.0,12.7,48.5,2.25,0.5,0.0,0.0,,1.0,52.25,2.0,,0.0,yellow_taxi,1.25,
1487,2,2023-01-01 00:11:44,2023-01-01 00:16:45,N,1.0,164,107,2.0,0.76,7.2,1.0,0.5,1.0,0.0,,1.0,13.2,1.0,,2.5,yellow_taxi,0.0,
1434,2,2023-01-01 00:11:44,2023-01-01 00:20:38,N,1.0,161,141,2.0,1.83,11.4,1.0,0.5,1.64,0.0,,1.0,18.04,1.0,,2.5,yellow_taxi,0.0,
3894,2,2023-01-01 00:11:45,2023-01-01 00:35:04,N,1.0,107,151,2.0,5.08,26.1,1.0,0.5,3.11,0.0,,1.0,34.21,1.0,,2.5,yellow_taxi,0.0,
3639,2,2023-01-01 00:11:45,2023-01-01 00:30:12,N,1.0,162,211,1.0,3.19,19.1,1.0,0.5,0.0,0.0,,1.0,24.1,2.0,,2.5,yellow_taxi,0.0,
3597,2,2023-01-01 00:11:45,2023-01-01 00:26:41,N,1.0,68,137,1.0,2.33,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
384,2,2023-01-01 00:11:46,2023-01-01 00:28:32,N,1.0,246,48,1.0,2.02,17.0,1.0,0.5,4.4,0.0,,1.0,26.4,1.0,,2.5,yellow_taxi,0.0,
944,2,2023-01-01 00:11:46,2023-01-01 00:15:20,N,1.0,264,264,1.0,0.62,5.8,1.0,0.5,3.0,0.0,,1.0,11.3,1.0,,0.0,yellow_taxi,0.0,
2465,2,2023-01-01 00:11:47,2023-01-01 01:06:14,N,1.0,164,177,1.0,18.44,77.9,1.0,0.5,16.58,0.0,,1.0,99.48,1.0,,2.5,yellow_taxi,0.0,
2604,1,2023-01-01 00:11:47,2023-01-01 00:40:15,N,1.0,107,7,1.0,6.3,28.2,3.5,0.5,6.65,0.0,,1.0,39.85,1.0,,2.5,yellow_taxi,0.0,
1354,2,2023-01-01 00:11:48,2023-01-01 00:15:37,N,1.0,263,141,1.0,1.02,6.5,1.0,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
3477,2,2023-01-01 00:11:49,2023-01-01 00:35:31,N,1.0,132,15,1.0,15.54,59.0,1.0,0.5,10.0,0.0,,1.0,72.75,1.0,,0.0,yellow_taxi,1.25,
1628,1,2023-01-01 00:11:49,2023-01-01 00:40:04,N,2.0,132,107,1.0,17.2,70.0,3.75,0.5,15.0,6.55,,1.0,96.8,1.0,,2.5,yellow_taxi,1.25,
2372,2,2023-01-01 00:11:50,2023-01-01 00:38:36,N,1.0,79,7,4.0,5.92,31.0,1.0,0.5,7.2,0.0,,1.0,43.2,1.0,,2.5,yellow_taxi,0.0,
2299,2,2023-01-01 00:11:50,2023-01-01 00:30:43,N,1.0,237,129,1.0,5.81,27.5,1.0,0.5,6.5,0.0,,1.0,39.0,1.0,,2.5,yellow_taxi,0.0,
1634,2,2023-01-01 00:11:51,2023-01-01 00:19:17,N,1.0,263,263,1.0,0.02,7.2,1.0,0.5,3.05,0.0,,1.0,15.25,1.0,,2.5,yellow_taxi,0.0,
1465,2,2023-01-01 00:11:52,2023-01-01 00:15:40,N,1.0,239,143,2.0,0.54,5.8,1.0,0.5,2.16,0.0,,1.0,12.96,1.0,,2.5,yellow_taxi,0.0,
1042,2,2023-01-01 00:11:52,2023-01-01 00:15:42,N,1.0,141,263,1.0,0.87,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
4884,1,2023-01-01 00:11:53,2023-01-01 00:22:22,N,1.0,107,141,1.0,2.3,12.1,3.5,0.5,3.4,0.0,,1.0,20.5,1.0,,2.5,yellow_taxi,0.0,
4196,2,2023-01-01 00:11:53,2023-01-01 00:26:09,N,1.0,43,246,1.0,2.52,15.6,1.0,0.5,0.0,0.0,,1.0,20.6,2.0,,2.5,yellow_taxi,0.0,
1068,2,2023-01-01 00:11:54,2023-01-01 00:33:52,N,1.0,137,235,2.0,9.76,40.8,1.0,0.5,0.0,0.0,,1.0,45.8,2.0,,2.5,yellow_taxi,0.0,
3134,2,2023-01-01 00:11:54,2023-01-01 00:41:56,N,1.0,158,263,2.0,5.64,31.7,1.0,0.5,3.0,0.0,,1.0,39.7,1.0,,2.5,yellow_taxi,0.0,
3291,1,2023-01-01 00:11:55,2023-01-01 00:11:55,Y,5.0,137,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,yellow_taxi,0.0,
1331,1,2023-01-01 00:11:56,2023-01-01 00:30:03,N,1.0,239,119,1.0,5.8,24.7,3.5,0.5,0.0,0.0,,1.0,29.7,2.0,,2.5,yellow_taxi,0.0,
706,2,2023-01-01 00:11:56,2023-01-01 00:44:16,N,1.0,88,50,2.0,5.43,33.8,1.0,0.5,6.0,0.0,,1.0,44.8,1.0,,2.5,yellow_taxi,0.0,
7,2,2023-01-01 00:11:58,2023-01-01 00:24:55,N,1.0,24,75,1.0,1.88,14.2,1.0,0.5,0.0,0.0,,1.0,16.7,2.0,1.0,0.0,green_taxi,,
2654,2,2023-01-01 00:11:58,2023-01-01 00:19:16,N,1.0,87,79,1.0,2.83,14.2,1.0,0.5,5.76,0.0,,1.0,24.96,1.0,,2.5,yellow_taxi,0.0,
3389,2,2023-01-01 00:11:58,2023-01-01 00:35:52,N,1.0,90,239,1.0,3.89,25.4,1.0,0.5,6.08,0.0,,1.0,36.48,1.0,,2.5,yellow_taxi,0.0,
2974,2,2023-01-01 00:11:58,2023-01-01 00:24:13,N,1.0,45,170,2.0,4.6,21.2,1.0,0.5,2.0,0.0,,1.0,28.2,1.0,,2.5,yellow_taxi,0.0,
652,2,2023-01-01 00:12:01,2023-01-01 00:53:49,N,1.0,90,94,1.0,11.55,55.5,1.0,0.5,12.1,0.0,,1.0,72.6,1.0,,2.5,yellow_taxi,0.0,
2444,2,2023-01-01 00:12:02,2023-01-01 00:18:19,N,1.0,114,90,2.0,1.33,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
971,2,2023-01-01 00:12:02,2023-01-01 00:48:41,N,1.0,4,239,1.0,6.23,38.7,1.0,0.5,8.74,0.0,,1.0,52.44,1.0,,2.5,yellow_taxi,0.0,
4764,2,2023-01-01 00:12:03,2023-01-01 00:19:09,N,1.0,68,158,1.0,1.23,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
4896,1,2023-01-01 00:12:04,2023-01-01 00:18:13,N,1.0,141,262,2.0,1.1,7.9,3.5,0.5,3.2,0.0,,1.0,16.1,1.0,,2.5,yellow_taxi,0.0,
311,2,2023-01-01 00:12:04,2023-01-01 00:12:27,N,1.0,194,194,3.0,0.27,3.7,1.0,0.5,0.0,13.1,,1.0,19.3,2.0,,0.0,yellow_taxi,0.0,
2507,2,2023-01-01 00:12:04,2023-01-01 00:36:39,N,1.0,68,145,1.0,4.65,26.1,1.0,0.5,7.53,6.55,,1.0,45.18,1.0,,2.5,yellow_taxi,0.0,
3308,1,2023-01-01 00:12:05,2023-01-01 00:22:58,N,1.0,107,113,2.0,1.4,11.4,3.5,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
2191,2,2023-01-01 00:12:05,2023-01-01 00:46:32,N,1.0,246,239,3.0,3.31,31.7,1.0,0.5,3.0,0.0,,1.0,39.7,1.0,,2.5,yellow_taxi,0.0,
1928,2,2023-01-01 00:12:07,2023-01-01 00:44:26,N,1.0,132,71,1.0,10.7,47.8,1.0,0.5,0.0,0.0,,1.0,51.55,2.0,,0.0,yellow_taxi,1.25,
1591,1,2023-01-01 00:12:07,2023-01-01 00:43:00,N,1.0,158,142,1.0,3.0,22.6,3.5,0.5,5.5,0.0,,1.0,33.1,1.0,,2.5,yellow_taxi,0.0,
3345,2,2023-01-01 00:12:08,2023-01-01 00:25:25,N,1.0,68,79,1.0,1.78,13.5,1.0,0.5,1.0,0.0,,1.0,19.5,1.0,,2.5,yellow_taxi,0.0,
2338,1,2023-01-01 00:12:09,2023-01-01 00:36:30,N,1.0,239,90,1.0,4.4,25.4,3.5,0.5,6.05,0.0,,1.0,36.45,1.0,,2.5,yellow_taxi,0.0,
1553,2,2023-01-01 00:12:10,2023-01-01 00:23:27,N,1.0,162,238,1.0,3.26,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
3416,2,2023-01-01 00:12:10,2023-01-01 00:29:42,N,1.0,158,45,1.0,2.97,17.7,1.0,0.5,4.54,0.0,,1.0,27.24,1.0,,2.5,yellow_taxi,0.0,
216,1,2023-01-01 00:12:10,2023-01-01 00:15:41,N,1.0,263,141,2.0,1.1,6.5,3.5,0.5,1.0,0.0,,1.0,12.5,1.0,,2.5,yellow_taxi,0.0,
3762,1,2023-01-01 00:12:11,2023-01-01 00:23:17,N,1.0,211,186,1.0,1.9,12.8,3.5,0.5,2.0,0.0,,1.0,19.8,1.0,,2.5,yellow_taxi,0.0,
337,2,2023-01-01 00:12:11,2023-01-01 00:28:21,N,1.0,48,48,3.0,0.59,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
274,1,2023-01-01 00:12:14,2023-01-01 00:22:47,N,1.0,142,41,1.0,3.0,14.9,3.5,0.5,4.95,0.0,,1.0,24.85,1.0,,2.5,yellow_taxi,0.0,
3219,2,2023-01-01 00:12:14,2023-01-01 00:27:29,N,1.0,158,234,3.0,1.58,14.9,1.0,0.5,0.0,0.0,,1.0,19.9,1.0,,2.5,yellow_taxi,0.0,
2995069,2,2023-01-01 00:12:15,2023-01-01 00:27:37,,,170,238,,3.88,23.6,0.0,0.5,4.14,0.0,,1.0,31.74,0.0,,,yellow_taxi,,
2024,1,2023-01-01 00:12:16,2023-01-01 00:20:37,N,1.0,142,229,1.0,1.8,10.7,3.5,0.5,5.0,0.0,,1.0,20.7,1.0,,2.5,yellow_taxi,0.0,
1150,2,2023-01-01 00:12:16,2023-01-01 00:50:48,N,1.0,164,43,1.0,3.18,31.0,1.0,0.5,7.2,0.0,,1.0,43.2,1.0,,2.5,yellow_taxi,0.0,
1212,2,2023-01-01 00:12:16,2023-01-01 00:28:01,N,1.0,234,263,2.0,3.95,19.1,1.0,0.5,0.0,0.0,,1.0,24.1,2.0,,2.5,yellow_taxi,0.0,
4014,2,2023-01-01 00:12:16,2023-01-01 00:32:04,N,1.0,249,255,1.0,4.41,23.3,1.0,0.5,0.0,0.0,,1.0,28.3,2.0,,2.5,yellow_taxi,0.0,
329,1,2023-01-01 00:12:16,2023-01-01 00:26:14,N,99.0,74,248,1.0,4.4,24.5,0.0,0.5,0.0,6.55,,1.0,32.55,1.0,,0.0,yellow_taxi,0.0,
2995295,2,2023-01-01 00:12:19,2023-01-01 00:31:14,,,238,170,,5.51,27.71,0.0,0.5,6.34,0.0,,1.0,38.05,0.0,,,yellow_taxi,,
143,2,2023-01-01 00:12:21,2023-01-01 00:24:05,N,1.0,79,234,1.0,1.98,12.8,1.0,0.5,0.0,0.0,,1.0,17.8,2.0,,2.5,yellow_taxi,0.0,
3621,2,2023-01-01 00:12:21,2023-01-01 00:21:17,N,1.0,211,186,2.0,2.03,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
750,1,2023-01-01 00:12:23,2023-01-01 00:25:42,N,1.0,239,229,2.0,3.4,16.3,3.5,0.5,4.25,0.0,,1.0,25.55,1.0,,2.5,yellow_taxi,0.0,
1927,2,2023-01-01 00:12:23,2023-01-01 00:26:54,N,1.0,141,143,1.0,2.12,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
2748,2,2023-01-01 00:12:24,2023-01-01 00:50:05,N,2.0,132,239,4.0,21.52,70.0,0.0,0.5,16.36,6.55,,1.0,98.16,1.0,,2.5,yellow_taxi,1.25,
2687,1,2023-01-01 00:12:24,2023-01-01 00:37:43,N,1.0,246,142,1.0,2.4,18.4,3.5,0.5,4.65,0.0,,1.0,28.05,1.0,,2.5,yellow_taxi,0.0,
2119,1,2023-01-01 00:12:24,2023-01-01 00:24:58,N,1.0,125,87,1.0,2.6,14.2,3.5,0.5,3.8,0.0,,1.0,23.0,1.0,,2.5,yellow_taxi,0.0,
3592,1,2023-01-01 00:12:25,2023-01-01 00:29:24,N,1.0,249,162,2.0,3.2,19.1,3.5,0.5,7.2,0.0,,1.0,31.3,1.0,,2.5,yellow_taxi,0.0,
2217,2,2023-01-01 00:12:25,2023-01-01 00:26:14,N,1.0,237,234,1.0,2.19,14.9,1.0,0.5,4.97,0.0,,1.0,24.87,1.0,,2.5,yellow_taxi,0.0,
543,2,2023-01-01 00:12:26,2023-01-01 00:27:05,N,1.0,140,143,1.0,2.21,15.6,1.0,0.5,3.0,0.0,,1.0,23.6,1.0,,2.5,yellow_taxi,0.0,
4379,1,2023-01-01 00:12:26,2023-01-01 00:22:18,N,1.0,238,74,0.0,2.0,12.8,1.0,0.5,4.55,0.0,,1.0,19.85,1.0,,0.0,yellow_taxi,0.0,
921,2,2023-01-01 00:12:27,2023-01-01 00:27:34,N,1.0,162,114,2.0,2.58,15.6,1.0,0.5,0.0,0.0,,1.0,20.6,1.0,,2.5,yellow_taxi,0.0,
4024,1,2023-01-01 00:12:27,2023-01-01 00:18:16,N,1.0,234,137,0.0,0.6,6.5,3.5,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
1138,2,2023-01-01 00:12:27,2023-01-01 00:42:41,N,1.0,132,189,1.0,20.28,76.5,1.0,0.5,0.0,0.0,,1.0,80.25,2.0,,0.0,yellow_taxi,1.25,
888,2,2023-01-01 00:12:27,2023-01-01 00:35:02,N,1.0,238,246,1.0,3.69,23.3,1.0,0.5,0.0,0.0,,1.0,28.3,2.0,,2.5,yellow_taxi,0.0,
4611,1,2023-01-01 00:12:27,2023-01-01 00:22:00,N,1.0,114,148,1.0,1.2,10.7,3.5,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
3773,2,2023-01-01 00:12:28,2023-01-01 00:24:13,N,1.0,148,107,1.0,1.65,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
4482,2,2023-01-01 00:12:28,2023-01-01 00:55:28,N,1.0,132,89,1.0,16.45,69.5,1.0,0.5,10.0,0.0,,1.0,83.25,1.0,,0.0,yellow_taxi,1.25,
866,2,2023-01-01 00:12:31,2023-01-01 00:23:58,N,1.0,164,233,1.0,1.63,12.1,1.0,0.5,2.0,0.0,,1.0,19.1,1.0,,2.5,yellow_taxi,0.0,
2411,1,2023-01-01 00:12:32,2023-01-01 00:19:03,N,1.0,262,141,1.0,1.3,8.6,3.5,0.5,1.5,0.0,,1.0,15.1,1.0,,2.5,yellow_taxi,0.0,
4179,2,2023-01-01 00:12:32,2023-01-01 00:43:51,N,2.0,132,231,1.0,20.35,70.0,0.0,0.5,8.0,0.0,,1.0,83.25,1.0,,2.5,yellow_taxi,1.25,
4309,1,2023-01-01 00:12:33,2023-01-01 00:39:07,N,1.0,107,48,1.0,2.4,23.3,3.5,0.5,4.0,0.0,,1.0,32.3,1.0,,2.5,yellow_taxi,0.0,
1773,2,2023-01-01 00:12:33,2023-01-01 00:47:51,N,1.0,162,90,3.0,1.78,28.9,1.0,0.5,10.17,0.0,,1.0,44.07,1.0,,2.5,yellow_taxi,0.0,
